Title,Company,Location,Experience,Post_Date,Today,Summary,Salary,Url,Portal
Senior Data Engineer_GCP,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",1-6 Yrs,12 Days Ago,08/09/2022,Design and build solutions for near real-time stream processing as well as batch proces...,Not disclosed,https://www.naukri.com/job-listings-senior-data-engineer-gcp-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-1-to-6-years-270722501086,Naukri
Job Opening  SQL  Azure Data Factory with For MNC,TeamLease,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10 Yrs,3 Days Ago,08/09/2022,Hi Greetings from Team leaseHope you are doing great!Contract to hire role Willing to w...,Not disclosed,https://www.naukri.com/job-listings-opening-sql-azure-data-factory-with-for-mnc-teamlease-servcies-limited-hyderabad-secunderabad-bangalore-bengaluru-5-to-10-years-160522009331,Naukri
Data Engineer,Axtria,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Noida",5-7 Yrs,Just Now,08/09/2022,Good understanding of modern architecture patterns like serverless and microservicesPro...,Not disclosed,https://www.naukri.com/job-listings-data-engineer-axtria-india-private-limited-hyderabad-secunderabad-pune-gurgaon-gurugram-bangalore-bengaluru-noida-5-to-7-years-090822002586,Naukri
"Azure Architect BigData,Data modeling | Exp: 10 - 20 Years",TATA CONSULTANCY SERVICES (TCS),"Hyderabad/Secunderabad, Kochi/Cochin, Noida, Kolkata, Mumbai, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",10-20 Yrs,2 Days Ago,08/09/2022,"Experience in guiding, monitoring, and coordinating with the project solution team acro...","25,00,000 - 40,00,000 PA.",https://www.naukri.com/job-listings-azure-architect-bigdata-data-modeling-exp-10-20-years-tata-consultancy-services-ltd-kochi-cochin-noida-kolkata-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-10-to-20-years-060822002124,Naukri
"AWS Architect - BigData,Data modeling,Data warehousing, data pipeline",TATA CONSULTANCY SERVICES (TCS),,,2 Days Ago,08/09/2022,Extensive hands-on experience implementing data migration and data processing using AWS...,"25,00,000 - 40,00,000 PA.",https://www.naukri.com/job-listings-aws-architect-bigdata-data-modeling-data-warehousing-data-pipeline-tata-consultancy-services-ltd-kochi-cochin-noida-kolkata-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-10-to-20-years-060822001989,Naukri
Data Entry Operator/Data Entry/Work From Home/Fresher/Typing/Part-Time,Taili Data Technologies,,,17 Days Ago,08/09/2022,We are hiring for Data Entry Operator For Daily Entries. Daily Data Collection and Upda...,"1,50,000 - 3,50,000 PA.",https://www.naukri.com/job-listings-data-entry-operator-data-entry-work-from-home-fresher-typing-part-time-taili-data-technologies-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-0-to-5-years-230722000230,Naukri
Online Data Entry Operator | Data entry | Typing Full Time / Part Time,Taili Data Technologies,,,1 Day Ago,08/09/2022,Data Entry Operator Required for Part time or full time Maintaining Database and Text E...,"2,00,000 - 5,50,000 PA.",https://www.naukri.com/job-listings-online-data-entry-operator-data-entry-typing-full-time-part-time-taili-data-technologies-noida-new-delhi-hyderabad-secunderabad-0-to-5-years-080822000244,Naukri
Data Analytics Support,Ilensys Technologies,Hyderabad/Secunderabad,0-0 Yrs,7 Days Ago,08/09/2022,Perform analysis of Data logs.Support project engineers in data analysis through techni...,Not disclosed,https://www.naukri.com/job-listings-data-analytics-support-ilensys-technologies-private-limited-hyderabad-secunderabad-0-to-0-years-020822001662,Naukri
Data Analytics Engineer,Accolite Software India Pvt Ltd,"Hyderabad/Secunderabad, Pune",2-6 Yrs,30+ Days Ago,08/09/2022,"Should have knowledge of C, java, VB macros, Basic of SQL, shell scripts for customizin...",Not disclosed,https://www.naukri.com/job-listings-data-analytics-engineer-accolite-software-india-pvt-ltd-hyderabad-secunderabad-pune-2-to-6-years-141021500756,Naukri
Reporting and Analytics Data Platform Engineer,Accenture,Hyderabad/Secunderabad,4-6 Yrs,30+ Days Ago,08/09/2022,Educational Qualification : - College or University Degree with additional Certificatio...,Not disclosed,https://www.naukri.com/job-listings-reporting-and-analytics-data-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-140622901450,Naukri
Sr. Analyst - Credit Implementation,Synchrony,,,30+ Days Ago,08/09/2022,Masters degree in science and 2+ years of relevant experience in consumer / commercial ...,Not disclosed,https://www.naukri.com/job-listings-sr-analyst-credit-implementation-synchrony-international-services-private-limited-hyderabad-secunderabad-2-to-7-years-080722004885,Naukri
IT Risk Analyst,Genpact,"Hyderabad/Secunderabad, Noida, Kolkata, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",2-7 Yrs,17 Days Ago,08/09/2022,"With a start-up spirit and 90, 000+ curious and courageous minds, we have the expertise...",Not disclosed,https://www.naukri.com/job-listings-it-risk-analyst-genpact-india-private-limited-noida-kolkata-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-mumbai-all-areas-2-to-7-years-170622001992,Naukri
Fund Services . Operations Analyst,Citco,Hyderabad/Secunderabad,1-3 Yrs,30+ Days Ago,08/09/2022,Demonstration of problem solving abilities through their past experience a plus 3 years...,Not disclosed,https://www.naukri.com/job-listings-fund-services-operations-analyst-citco-hyderabad-secunderabad-1-to-3-years-300622500134,Naukri
"Quantitative Analyst, ICE Bonds",Intercontinental Exchange,Hyderabad/Secunderabad,3-7 Yrs,24 Days Ago,08/09/2022,Responsibilities Leverage ICE s bond Fixed Income trading data to build products that e...,Not disclosed,https://www.naukri.com/job-listings-quantitative-analyst-ice-bonds-intercontinental-exchange-hyderabad-secunderabad-3-to-7-years-150722501026,Naukri
Opening For Research Analyst-Energy Sector,Six Sails Technologies India Private Limited,,,27 Days Ago,08/09/2022,"Shift Timing-2PM-11 PM IST Proficient in advanced excel modeling, pivot tables, data an...",Not disclosed,https://www.naukri.com/job-listings-opening-for-research-analyst-energy-sector-six-sails-technologies-india-private-limited-hyderabad-secunderabad-delhi-ncr-3-to-8-years-120722003970,Naukri
Reporting Analyst I,Invesco,"Hyderabad/Secunderabad, Andhra Pradesh",1-3 Yrs,Today,08/09/2022,"Hours include alternate shift work, evenings and / or weekends and may include 24 hour ...",Not disclosed,https://www.naukri.com/job-listings-reporting-analyst-i-invesco-india-pvt-ltd-hyderabad-secunderabad-andhra-pradesh-1-to-3-years-090822900658,Naukri
Marketing BI Analyst,Rimini Street,Hyderabad/Secunderabad,2-8 Yrs,30+ Days Ago,08/09/2022,This role will require a mix of analytical skills and detective skills to understand th...,Not disclosed,https://www.naukri.com/job-listings-marketing-bi-analyst-rimini-street-hyderabad-secunderabad-2-to-8-years-250422500002,Naukri
Process Analyst,Vialto Partners,,,21 Days Ago,08/09/2022,"Experience in project planning and management Must be detail-oriented, driven, and able...",Not disclosed,https://www.naukri.com/job-listings-process-analyst-vialto-partners-hyderabad-secunderabad-5-to-10-years-180722010607,Naukri
Product Operations Analyst,Planful,Hyderabad/Secunderabad,2-4 Yrs,30+ Days Ago,08/09/2022,"Key Responsibilities Take ownership of our product usage tools (Pendo, Sumologic, Sales...",Not disclosed,https://www.naukri.com/job-listings-product-operations-analyst-planful-hyderabad-secunderabad-2-to-4-years-180522500432,Naukri
Research Analyst,Mordor Intelligence,Hyderabad,2-5 Yrs,30+ Days Ago,08/09/2022,Bachelors : B Tech/ BE Masters : MBA / MTech Minimum 5 years experience in Finance / Su...,Not disclosed,https://www.naukri.com/job-listings-research-analyst-mordor-intelligence-hyderabad-secunderabad-2-to-5-years-130121500258,Naukri
Research Analyst - Chemicals & Materials,Mordor Intelligence,Hyderabad,2-5 Yrs,30+ Days Ago,08/09/2022,"MInimum 5 year research experience in CnM domain Proficient in Microsoft Office (Word, ...",Not disclosed,https://www.naukri.com/job-listings-research-analyst-chemicals-materials-mordor-intelligence-hyderabad-secunderabad-2-to-5-years-130121500253,Naukri
Research Analyst - Energy and Power,Mordor Intelligence,Hyderabad,2-5 Yrs,30+ Days Ago,08/09/2022,B Tech / M Tech / MBA (Petroleum & Gas / Oil & Gas/ Petroleum & Energy/ Energy Trading/...,Not disclosed,https://www.naukri.com/job-listings-research-analyst-energy-and-power-mordor-intelligence-hyderabad-secunderabad-2-to-5-years-130121500252,Naukri
Market Research Analyst,Pronix Inc,Hyderabad/Secunderabad,2-7 Yrs,28 Days Ago,08/09/2022,Roles and Responsibilities Ability to work on complex problems / projects where analysi...,Not disclosed,https://www.naukri.com/job-listings-market-research-analyst-pronix-inc-hyderabad-secunderabad-2-to-7-years-110722501259,Naukri
Research Analyst - Agriculture,Mordor Intelligence,Hyderabad,2-5 Yrs,30+ Days Ago,08/09/2022,"B Tech / BSc/ MSc / MBA (Agriculture) Proficient in Microsoft Office (Word, PowerPoint,...",Not disclosed,https://www.naukri.com/job-listings-research-analyst-agriculture-mordor-intelligence-hyderabad-secunderabad-2-to-5-years-110121500436,Naukri
Research Analyst,Mordor Intelligence,Hyderabad,2-5 Yrs,30+ Days Ago,08/09/2022,B Tech / BSc/ MSc / MBA (Food Sciences/ Food Technology) Proficient in Microsoft Office...,Not disclosed,https://www.naukri.com/job-listings-research-analyst-mordor-intelligence-hyderabad-secunderabad-2-to-5-years-110121500435,Naukri
Research Analyst - Health Care,Mordor Intelligence,Hyderabad,2-5 Yrs,30+ Days Ago,08/09/2022,Must have worked in medical devices segmentMinimum 5 year experience Experience in Heal...,Not disclosed,https://www.naukri.com/job-listings-research-analyst-health-care-mordor-intelligence-hyderabad-secunderabad-2-to-5-years-110121500194,Naukri
Research Analyst - ICT,Mordor Intelligence,Hyderabad,2-5 Yrs,30+ Days Ago,08/09/2022,Bachelors : B Tech (IT/ ECE / EEE/Civil) - Required Masters : MBA / MTech - Preferable ...,Not disclosed,https://www.naukri.com/job-listings-research-analyst-ict-mordor-intelligence-hyderabad-secunderabad-2-to-5-years-110121500189,Naukri
Analyst  -  Bioanalytical,AnaCipher CRO,Hyderabad,2-4 Yrs,30+ Days Ago,08/09/2022,Proper maintenance of LCMS / MS / HPLC and their records of calibration To develop and ...,Not disclosed,https://www.naukri.com/job-listings-analyst-bioanalytical-anacipher-cro-hyderabad-secunderabad-2-to-4-years-060319500130,Naukri
SEO Analyst,SKG Infosolutions India,Hyderabad,0-2 Yrs,30+ Days Ago,08/09/2022,Basic Idea about Good webmaster tools,Not disclosed,https://www.naukri.com/job-listings-seo-analyst-skg-infosolutions-india-pvt-ltd-hyderabad-secunderabad-0-to-2-years-141220500103,Naukri
Senior Data Scientist,Callesto International Pvt Ltd,,,30+ Days Ago,08/09/2022,strong experience in Healthcare/US Healthcare domain of around 5-6 years. Along with ex...,"20,00,000 - 32,50,000 PA.",https://www.naukri.com/job-listings-senior-data-scientist-callesto-international-pvt-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-6-to-10-years-140622007668,Naukri
Senior Data & Applied Scientist,Microsoft,Hyderabad/Secunderabad,6-11 Yrs,4 Days Ago,08/09/2022,"Bachelor s / Master s degree in Computer Science, Engineering, Applied Mathematics, Sta...",Not disclosed,https://www.naukri.com/job-listings-senior-data-applied-scientist-microsoft-india-r-and-d-pvt-ltd-hyderabad-secunderabad-6-to-11-years-040822500271,Naukri
Sr Principal Engineer-Data Scientist - Early Joiners,HR CENTRAL,Hyderabad/Secunderabad(Madhapur),12-15 Yrs,14 Days Ago,08/09/2022,"Must have hand-on experience in AI and Machine Learning including statistical learning,...","25,00,000 - 32,50,000 PA.",https://www.naukri.com/job-listings-sr-principal-engineer-data-scientist-early-joiners-hr-central-hyderabad-secunderabad-12-to-15-years-260722000482,Naukri
"Senior Data Scientist, Data Engineering","Ryan, LLC.",Hyderabad/Secunderabad,4-7 Yrs,30+ Days Ago,08/09/2022,"People Use a variety of leading-edge AI/ML tools to develop, test, and maintain data pi...",Not disclosed,https://www.naukri.com/job-listings-senior-data-scientist-data-engineering-ryan-llc-hyderabad-secunderabad-4-to-7-years-141021500890,Naukri
Senior Data Scientist,Gameopedia,Hyderabad/Secunderabad,5-10 Yrs,30+ Days Ago,08/09/2022,"Experience using web services: Redshift, S3, etcExperience creating and using advanced ...",Not disclosed,https://www.naukri.com/job-listings-senior-data-scientist-gameopedia-as-hyderabad-secunderabad-5-to-10-years-050722501655,Naukri
Data Scientist - Machine Learning/APICS,CarbyneTech India,Hyderabad/Secunderabad,3-8 Yrs,13 Days Ago,08/09/2022,Must have APICS CPIM Certification Manufacturing domain - predictive and online quality...,Not disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-apics-carbynetech-india-hyderabad-secunderabad-3-to-8-years-260722905587,Naukri
Data Scientist - Azure Data Factory/NLP Pipeline,Carbynetech India,Hyderabad/Secunderabad,2-7 Yrs,13 Days Ago,08/09/2022,Candidate should have knowledge on Front end design is added advantage Should have done...,Not disclosed,https://www.naukri.com/job-listings-data-scientist-azure-data-factory-nlp-pipeline-carbynetech-india-hyderabad-secunderabad-2-to-7-years-260722905450,Naukri
Data Scientist - Machine Learning/ Python,CarbyneTech India,Hyderabad/Secunderabad,3-8 Yrs,13 Days Ago,08/09/2022,"You have at least 2 year experience, ideally within a Statistician role You possess str...",Not disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-python-carbynetech-india-hyderabad-secunderabad-3-to-8-years-260722905325,Naukri
Data Scientist - Machine Learning / Python,CarbyneTech India,Hyderabad/Secunderabad,3-8 Yrs,11 Days Ago,08/09/2022,"You have at least 2 year experience, ideally within a Statistician role You possess str...",Not disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-python-carbynetech-india-hyderabad-secunderabad-3-to-8-years-280722903363,Naukri
Data Scientist - Image Recognition/Machine Learning,CarbyneTech India,Hyderabad/Secunderabad,5-10 Yrs,13 Days Ago,08/09/2022,Proficient programming skills in a high-level language (e.g Deep experience with text-w...,Not disclosed,https://www.naukri.com/job-listings-data-scientist-image-recognition-machine-learning-carbynetech-india-hyderabad-secunderabad-5-to-10-years-260722905529,Naukri
CarbyneTech - Data Scientist - Image Recognition/Machine Learning,CarbyneTech India,Hyderabad/Secunderabad,5-10 Yrs,13 Days Ago,08/09/2022,Proficient programming skills in a high-level language (e.g Deep experience with text-w...,Not disclosed,https://www.naukri.com/job-listings-carbynetech-data-scientist-image-recognition-machine-learning-carbynetech-india-hyderabad-secunderabad-5-to-10-years-260722905424,Naukri
Data Scientist - Image Recognition/ Machine Learning,CarbyneTech India,Hyderabad/Secunderabad,5-10 Yrs,13 Days Ago,08/09/2022,Proficient programming skills in a high-level language (e.g Deep experience with text-w...,Not disclosed,https://www.naukri.com/job-listings-data-scientist-image-recognition-machine-learning-carbynetech-india-hyderabad-secunderabad-5-to-10-years-260722905175,Naukri
Data Scientist - Image Processing/ Machine Learning,CarbyneTech India,Hyderabad/Secunderabad,6-11 Yrs,13 Days Ago,08/09/2022,proficiency with variety of approaches and models from a reputed institute 6-8 years of...,Not disclosed,https://www.naukri.com/job-listings-data-scientist-image-processing-machine-learning-carbynetech-india-hyderabad-secunderabad-6-to-11-years-260722905101,Naukri
Data Scientist - Image Processing/Machine Learning,CarbyneTech India,Hyderabad/Secunderabad,6-11 Yrs,13 Days Ago,08/09/2022,proficiency with variety of approaches and models from a reputed institute 6-8 years of...,Not disclosed,https://www.naukri.com/job-listings-data-scientist-image-processing-machine-learning-carbynetech-india-hyderabad-secunderabad-6-to-11-years-260722905096,Naukri
Lead Data Scientist,Blend360,Hyderabad/Secunderabad,6-9 Yrs,7 Days Ago,08/09/2022,"Bachelor / Masters degree in Computer Science, Computer Engineering, quantitative studi...",Not disclosed,https://www.naukri.com/job-listings-lead-data-scientist-blend360-india-private-limited-hyderabad-secunderabad-6-to-9-years-180722011327,Naukri
Data Scientist,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",3-5 Yrs,12 Days Ago,08/09/2022,Experience in Developing and enhancing algorithms and models to solve business problem ...,Not disclosed,https://www.naukri.com/job-listings-data-scientist-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-5-years-270722501142,Naukri
Senior Specialist - Business Analysis – Capital market,cliqhr.com,"Hyderabad/Secunderabad, Mumbai, Pune, Chennai",8-12 Yrs,16 Days Ago,08/09/2022,Strong BA with excellent communication 8+ years of experience minimumGood understanding...,Not disclosed,https://www.naukri.com/job-listings-senior-specialist-business-analysis-capital-market-cliqhr-com-mumbai-hyderabad-secunderabad-pune-chennai-8-to-12-years-230722904122,Naukri
Computer Operator | MIS | Back Office Executive | Data Entry | Fresher,ARHAT CORPORATE PRIVATE LIMITED,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",0-5 Yrs,19 Days Ago,08/09/2022,* Backend / Data Entry / Voice /Customer Care Executive/ Fresher * Domestic & Internati...,"2,25,000 - 4,25,000 PA.",https://www.naukri.com/job-listings-computer-operator-mis-back-office-executive-data-entry-fresher-arhat-corporate-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-0-to-5-years-210722000458,Naukri
